ID,Project Title,Donor(s),Category,Status,Start Date,End Date,Country Implementation (New),Ocean Region,Beneficiaries ,Implementing Agency,Total Project Cost,Primary Funding,Co-funding,Ecosystem,Web Link,Further Information
427,Pacific Islands Regional Oceanscape Program,Global Environment Facility (GEF) Trust Fund,Marine Protected Areas Management,Active,2014,2020,Solomon Islands; Tuvalu; Marshall Islands,Pacific,Solomon Islands; Tuvalu; Marshall Islands,World Bank; Pacific Islands Forum Fisheries Agency (FFA); Pacific Islands Forum Secretariat Oceanscape Unit; Marshall Islands Marine Resources Authority (MIMRA); Solomon Islands Ministry of Fisheries and Marine Resources (MFMR); and Tuvalu Fisheries Department (TFD),USD 31458660,USD 6301370,USD 25157290,Coral Reef,https://www.thegef.org/project/pacific-islands-regional-oceanscape-program-prop,Data not available
283,Pacific Ocean Ecosystem Analysis (PACIOCEA),European Commission through Biodiversity and Ecosystem Services in Territories of European Overseas Initiative (BEST),Climate Change Resilience,Closed,2011,2012,Data not available,South-East Pacific,Pacific countries and territories (PICTs),French Marine Protected Area Agency; the Secretariat for the Pacific Regional Environment Program (SPREP),Data not available,Data not available,Data not available,Coral Reef,http://ec.europa.eu/environment/nature/biodiversity/best/pdf/fs_paciocea_final.pdf,Data not available
88,Pathiw Coral & Environmental Protection Group,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Conservation and Sustainability; Promoting sustainable living and alternative livelihoods,Closed,1998,1998,Thailand,East Asian Sea,Coral and Environmental Conservation Club,Coral and Environmental Conservation Club,USD 14203,USD 10440,USD 3763,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=496&Itemid=272,Data not available
159,Pemba community based mangrove conservation and sustainable livelihood project,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2008,2010,Tanzania,Eastern Africa,Misali Island Conservation Association,Misali Island Conservation Association,USD 36267,USD 25909,USD 10358,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13335&Itemid=272,Data not available
3,Permanent Mooring Buoys (Rescue The Reef),Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,1994,1998,Barbados,Wider Caribbean,Professional Association of Dive Operators,Professional Association of Dive Operators,USD 66187,USD 10000,USD 56187,Coral Reef; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=3826&Itemid=272,Data not available
32,Permanent Mooring Buoys and Community Based Marine Environment Monitoring,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Monitoring and Research,Closed,2002,2004,Mauritius,Eastern Africa,Marine Conservation Management Consortium (MCMC),Marine Conservation Management Consortium (MCMC),USD 192926,USD 50000,USD 142926,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5732&Itemid=272,Data not available
476,Pilot Coral Reef Ecosystem Status and Trends Report,National Fish and Wildlife Foundation (Coral Reef Conservation Fund),Conservation and Sustainability; Monitoring and Research,Active,2014,Data not available,United States of America,Wider Caribbean; Pacific,University of Maryland Center for Environmental Science,University of Maryland Center for Environmental Science,USD 177000,USD 177000,USD 0,Coral Reef,http://www.nfwf.org/whatwedo/grants/search/pages/grant-profile.aspx?EGID=45591,Coral Reef Conservation Fund
15,Pilot Project for Marine Environmental Education & Resource Centres for Beaches in Mauritius,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2006,2008,Mauritius,Eastern Africa,Mauritius Scuba Diving Association,Mauritius Scuba Diving Association,USD 189565,USD 50000,USD 139565,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=9519&Itemid=272,Data not available
337,Pine Islands - Forest / Mangrove Innovation and Integration (Grand Bahama New Prodivence - Abaco and Andros),Global Environment Facility (GEF) Trust Fund,Promoting sustainable living and alternative livelihoods,Active,2015,Data not available,Bahamas,Wider Caribbean,BEST Commission with Bahamas Agriculture and Industrial Corporation (BAIC); Bahamas National G.I.S. Centre (BNGIS); Bahamas National Trust (BNT); Department of Lands Surveys (DLS); Forestry Unit Department of Physical Planning (DPP); Town Planning Committee (TPC),United Nations Environment,USD 10648683,USD 2953425,USD 7695258,Mangrove,https://www.thegef.org/project/pine-islands-forestmangrove-innovation-and-integration-grand-bahama-new-providence-abaco-and,Data not available
266,Pitcairn Marine Research Outline Plan,Pew Charitable Trusts; National Geographic; Pitcairn Island Council,Monitoring and Research,Closed,2013,2015,United Kingdom,Pacific,National Geographic Pristine Seas Expedition; Pitcairn Island Council,Zoological Society of London (ZSL); Pew Charitable Trusts; National Geographic Society,Data not available,Data not available,Data not available,Coral Reef,http://www.pewtrusts.org/en/research-and-analysis/reports/2013/09/09/pitcairn-marine-research-outline-plan,Data not available
92,Placencia Fishermen: Traps & Shades Rehabilitation Project,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance,Closed,2003,2004,Belize,Wider Caribbean,Placencia Producers Co-operative Society,Placencia Producers Co-operative Society,USD 69895,USD 49170,USD 20725,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=6204&Itemid=272,Data not available
160,Planning grant for existing situation in Gowater Bay mangrove projects,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Closed,2009,2010,Iran Islamic Republic of ,Eastern Africa,Samira Farahani Legal Representative,Samira Farahani Legal Representative,USD 4000,USD 2000,USD 2000,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=14132&Itemid=272,Data not available
44,Planning on Empowering Woman in Coastal Area To Protect Coral Reef and Mangrove in Boepinang in Buton South East Sulawesi,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2001,2002,Indonesia,East Asian Sea,Yayasan ASASI,Yayasan ASASI,USD 2700,USD 2000,USD 700,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5783&Itemid=272,Data not available
6,Portfolio Learning in International Waters with a Focus on Oceans Coasts and Islands and Regional Asia / Pacific and Coral Triangle Learning Processes - under the Coral Triangle Initiative,Global Environment Facility (GEF) Trust Fund,Promoting sustainable living and alternative livelihoods,Closed,2008,2009,Indonesia; Malaysia; Papua New Guinea; Philippines; Solomon Islands; Timor Leste; Federated States of Micronesia; Fiji; Palau; and Vanuatu,East Asian Sea; Pacific,United Nations Office for Project Services (UNOPS),United Nations Development Programme (UNDP); United Nations Offices for Project Services (UNOPS),USD 596900,USD 2935000,USD 3034000,Coral Reef,https://www.thegef.org/project/cti-gef-iw-learn-portfolio-learning-international-waters-focus-oceans-coasts-and-islands-and,Data not available
12,Post Tsunami Environment and Coral Retoration Programme in Rumassala Galle by Nature Conservation,United Nations Development Programme (UNDP),Communication and Awareness,Closed,2005,2007,Sri Lanka,South Asian Seas,Nature Conservation Group,Nature Conservation Group,USD 78363,USD 68383,USD 9980,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=9315&Itemid=272,Data not available
147,Project de promocao da lideranca da rapariga,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2009,2011,Mozambique,Eastern Africa,Associacao de Promocao da Liderancao da Rapariga (PROLIR),Associação de Promoção da Lideranção da Rapariga (PROLIR),USD 33344,USD 19280,USD 14064,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=15528&Itemid=272,Data not available
164,Projet biodiversite et recuperation des terres degradees de la vallee de fimela: restauration de la mangrove et construction d'une digue antisel,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2008,2010,Senegal,West and Central Africa,Association villageoise de developpement de fimela,Association villageoise de developpement de fimela,USD 48414,USD 38114,USD 10300,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13566&Itemid=272,Data not available
257,Projet de conservation et de valorisation de la mangrove de Diele Mbame,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2013,2015,Senegal,West and Central Africa,Gie book diom diele mbame,Gie book diom diele mbame,USD 78080,USD 39370,USD 38710,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=20556&Itemid=272,Data not available
163,Projet de renforcement de la mangrove et de promotion de moyens d'existence durable dans la zone de soucouta,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2008,2010,Senegal,West and Central Africa,Groupement MBOGA YIIF de Soucouta,Groupement MBOGA YIIF de Soucouta,USD 46839,USD 36939,USD 9900,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13638&Itemid=272,Data not available
397,Projet de restauration de la mangrove du terroir de mounde phase consolidation,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2015,2017,Senegal,West and Central Africa,Gie Nindoor De Mounde,Gie Nindoor De Mounde,USD 82193,USD 41291,USD 40902,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23091&Itemid=272,Data not available
382,Promocao de agricultura de conservacao com vista a mitigar os efeitos de empobrecimento de solos,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2015,2017,Mozambique,Eastern Africa,Associacao Formuta (Forum da Mediciana Tradicional e Alternativa),Associacao Formuta (Forum da Mediciana Tradicional e Alternativa),USD 33820,USD 20150,USD 13670,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23248&Itemid=272,Data not available
207,Promoting mangrove ecosystem health and fisheries diversity in the Orange Bay Fish Sanctuary,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2013,2015,Jamaica,Wider Caribbean,Rural Environment Alliance Limited,Rural Environment Alliance Limited,USD 133100,USD 50000,USD 83100,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=21072&Itemid=272,Data not available
202,Protecting and Sustainably Managing Belize's Turneffe Atoll,Oak Foundation,Marine Protected Areas Management,Closed,2011,2016,Belize,Wider Caribbean,Turneffe Atoll Trust,Turneffe Atoll Trust,USD 300000,USD 300000,Data not available,Coral Reef,Data not available,Data not available
17,Protecting biological diversity through law,Global Environment Facility (GEF) Small Grants Programme,Policy and Legislation,Closed,2007,2008,Jamaica,Wider Caribbean,Jamaica Environmental Trust,Jamaica Environmental Trust,USD 62554,USD 25000,USD 37554,Coral Reef; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=10247&Itemid=272,Data not available
319,Protecting Micronesian Waters,Oceans5,Conservation and Sustainability,Active,2016,2019,Micronesia Federated States of; Marshall Islands,Pacific,Data not available,The Micronesia Conservation Trust,USD 800000,USD 800000,Data not available,Coral Reef,http://oceans5.org/project/protecting-micronesian-waters/,Data not available
315,Protecting Niue,Oceans5,Marine Protected Areas Management,Active,2015,2018,Niue,Pacific,Government of Niue; Niue Ocean Wide (NOW),Tofia Niue,USD 660000,USD 660000,Data not available,Coral Reef,http://oceans5.org/project/protecting-niue/,Data not available
197,Protecting Remote British Overseas Territories,Oceans5,Marine Protected Areas Management,Closed,2014,2015,United Kingdom,Pacific,Pitcairn Islands; Ascension Islands; South Georgia; South Sandwich Islands,Great British Oceans Campaign; Pitcairn Island Group,USD 165000,Data not available,Data not available,Coral Reef,"http://oceans5.org/project/protecting-remote-british-overseas-territories/

http://oceans5.org/grant/protecting-the-remote-british-overseas-territories/",Data not available
231,Protecting the coral reefs in Eastern St. Thomas,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2011,2012,Jamaica,Wider Caribbean,Eastern Attractions Limited,Eastern Attractions Limited,USD 4000,USD 3000,USD 1000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=16789&Itemid=272,Data not available
